account_id,amount_donated_2013,amount_donated_lifetime,no_donations_lifetime,label,no_seats_tickets,price_level_tickets,no_seats_subs,price_level_subs,subscription_tier_subs,years_since_2013,zip_reduced,zip_matched
001i000000NuPYR,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYS,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYX,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYZ,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYh,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYi,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYj,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYm,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYn,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYr,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPYs,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPYv,0.0,50.0,2,0,,,,,,11.0,94,2
001i000000NuPZ0,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPZ2,0.0,0.0,0,0,,,,,,,93,2
001i000000NuPZ7,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPZ8,0.0,25.0,1,0,,,,,,11.0,94,2
001i000000NuPZN,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPZQ,0.0,0.0,0,0,,,2.0,2.0,0.0,,94,2
001i000000NuPZW,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPZb,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPZg,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPZm,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPZo,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPZp,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPZs,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPZt,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPa4,0.0,75.0,1,0,,,,,,11.0,95,2
001i000000NuPaA,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPaF,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPaG,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPaH,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPaM,0.0,0.0,0,0,,,,,,,98,2
001i000000NuPaO,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPaT,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPaU,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPaW,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPad,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPao,0.0,100.0,1,0,,,,,,8.0,94,2
001i000000NuPaq,0.0,75.0,1,0,,,,,,11.0,94,2
001i000000NuPar,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPau,0.0,75.0,1,0,,,,,,10.0,94,2
001i000000NuPay,0.0,30.0,1,0,,,1.0,4.0,2.0,11.0,94,2
001i000000NuPaz,0.0,0.0,0,0,,,,,,,85,2
001i000000NuPb0,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPb1,0.0,0.0,0,0,,,,,,,97,2
001i000000NuPb5,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPb6,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPb7,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPbB,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPbD,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPbE,0.0,0.0,0,0,28.0,0.0,,,,,94,2
001i000000NuPbI,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPbS,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPbX,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPbb,0.0,100.0,1,0,,,,,,12.0,94,2
001i000000NuPbe,0.0,9900.0,11,0,,,132.0,0.0,1.0,12.0,94,2
001i000000NuPbg,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPbt,0.0,0.0,0,0,,,,,,,96,2
001i000000NuPbu,0.0,0.0,0,0,,,,,,,92,2
001i000000NuPc2,0.0,0.0,0,0,,,,,,,91,2
001i000000NuPc5,0.0,250.0,3,0,,,,,,11.0,94,2
001i000000NuPc7,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPc9,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcA,0.0,400.0,3,0,80.0,1.0,7.0,0.0,0.0,8.0,20,2
001i000000NuPcE,0.0,0.0,0,0,,,1.0,4.0,0.0,,94,2
001i000000NuPcF,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcK,0.0,0.0,0,0,,,10.0,3.0,0.0,,94,2
001i000000NuPcN,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcO,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcS,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPcT,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcV,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcW,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcX,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcZ,0.0,0.0,0,0,,,3.0,2.0,1.0,,94,2
001i000000NuPce,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcg,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcm,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcp,0.0,0.0,0,0,,,1.0,4.0,0.0,,94,2
001i000000NuPcr,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcs,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPcu,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPcz,0.0,125.0,5,0,,,,,,10.0,94,2
001i000000NuPd6,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPd8,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPdC,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPdG,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPdK,0.0,0.0,0,0,,,,,,,92,2
001i000000NuPdL,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPdO,0.0,75.0,1,0,,,,,,11.0,94,2
001i000000NuPda,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPdb,0.0,320.0,1,0,,,,,,11.0,94,2
001i000000NuPdc,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPde,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPdf,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPdh,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPdq,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPe8,100.0,885.0,9,0,,,1.0,4.0,0.0,9.0,10,2
001i000000NuPe9,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPeC,0.0,25.0,1,0,,,,,,11.0,94,2
001i000000NuPeN,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuPeO,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPeQ,0.0,275.0,3,0,,,5.0,2.0,0.0,9.0,94,2
001i000000NuPeU,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPeV,0.0,0.0,0,0,51.0,3.0,,,,,95,2
001i000000NuPec,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPef,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPei,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPej,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPel,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPen,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPep,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPes,0.0,100.0,1,0,,,,,,11.0,90,2
001i000000NuPet,0.0,1000.0,2,0,,,,,,11.0,94,2
001i000000NuPeu,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPf0,0.0,0.0,0,0,,,1.0,4.0,0.0,,94,2
001i000000NuPf2,0.0,200.0,4,0,,,1.0,4.0,0.0,11.0,94,2
001i000000NuPf5,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPf8,0.0,150.0,2,0,,,7.0,4.0,0.0,10.0,94,2
001i000000NuPfC,0.0,50.0,2,0,,,2.0,4.0,2.0,11.0,94,2
001i000000NuPfF,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPfG,0.0,440.0,3,0,,,3.0,4.0,0.0,10.0,94,2
001i000000NuPfI,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPfL,0.0,0.0,0,0,,,1.0,4.0,0.0,,94,2
001i000000NuPfM,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPfN,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPfP,0.0,0.0,0,0,,,,,,,93,2
001i000000NuPfQ,0.0,195.0,8,0,,,,,,10.0,94,2
001i000000NuPfS,0.0,3965.0,13,0,,,77.0,0.0,1.0,10.0,94,2
001i000000NuPfZ,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPfb,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuPff,0.0,0.0,0,0,,,1.0,4.0,0.0,,94,2
001i000000NuPfl,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPfq,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPfr,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPfs,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPft,0.0,0.0,0,0,56.0,1.0,,,,,94,2
001i000000NuPfu,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPfx,0.0,0.0,0,0,,,,,,,77,2
001i000000NuPg1,0.0,0.0,0,0,,,,,,,10,2
001i000000NuPg3,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPg7,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgA,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgB,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgC,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgJ,0.0,0.0,0,0,,,104.0,3.0,2.0,,95,2
001i000000NuPgN,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgP,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgQ,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgS,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPgb,0.0,146.0,2,0,,,3.0,4.0,0.0,9.0,94,2
001i000000NuPgc,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPgd,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgi,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgo,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPgp,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPgq,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPgt,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPgu,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPgw,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPh0,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPh1,0.0,0.0,0,0,,,,,,,43,2
001i000000NuPh6,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPhA,0.0,924.0,9,0,,,77.0,1.0,1.0,10.0,94,2
001i000000NuPhC,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPhE,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPhG,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPhK,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPhL,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPhO,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPhR,0.0,350.0,2,0,,,,,,11.0,94,2
001i000000NuPhV,0.0,20.0,1,0,,,,,,11.0,21,2
001i000000NuPhX,0.0,100.0,1,0,,,,,,11.0,60,2
001i000000NuPhY,0.0,20.0,1,0,,,,,,11.0,94,2
001i000000NuPhZ,0.0,20.0,1,0,,,,,,11.0,94,2
001i000000NuPhc,0.0,400.0,2,0,,,,,,11.0,94,2
001i000000NuPho,0.0,3110.0,9,0,,,,,,11.0,93,2
001i000000NuPhq,0.0,3315.0,4,0,,,,,,11.0,94,2
001i000000NuPht,0.0,11200.0,5,0,,,,,,11.0,94,2
001i000000NuPhv,0.0,120.0,1,0,,,,,,11.0,94,2
001i000000NuPhx,0.0,10100.0,2,0,,,,,,11.0,nan,2
001i000000NuPi5,0.0,1900.0,1,0,,,,,,11.0,94,2
001i000000NuPi7,0.0,80.0,1,0,,,,,,11.0,94,2
001i000000NuPiE,0.0,1940.0,3,0,,,,,,11.0,94,2
001i000000NuPiI,0.0,2950.0,3,0,,,6.0,0.0,1.0,6.0,94,2
001i000000NuPiM,0.0,650.0,2,0,,,,,,11.0,94,2
001i000000NuPiN,0.0,750.0,3,0,,,,,,11.0,94,2
001i000000NuPiR,0.0,120.0,1,0,,,,,,11.0,94,2
001i000000NuPiW,0.0,650.0,1,0,,,,,,11.0,94,2
001i000000NuPiY,0.0,5000.0,2,0,,,,,,11.0,94,2
001i000000NuPib,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPid,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPij,0.0,900.0,1,0,,,,,,11.0,93,2
001i000000NuPip,0.0,975.0,1,0,,,,,,11.0,92,2
001i000000NuPir,0.0,0.0,0,0,,,,,,,20,2
001i000000NuPis,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPit,0.0,0.0,0,0,46.0,2.0,,,,,94,2
001i000000NuPiu,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPix,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPj3,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPj4,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPj5,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPj8,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjK,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjL,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjM,0.0,400.0,3,0,,,,,,10.0,95,2
001i000000NuPjQ,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjY,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjc,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjd,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjg,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjh,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjj,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjr,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPju,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjv,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPjz,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPk3,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPk4,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPk5,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkC,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkG,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkI,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkL,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkP,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkQ,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkR,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkT,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkZ,0.0,0.0,0,0,,,,,,,54,2
001i000000NuPkb,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPkm,0.0,0.0,0,0,,,1.0,4.0,0.0,,95,2
001i000000NuPks,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPky,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPl4,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPl7,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPl8,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPl9,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlA,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlC,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlD,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlE,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlN,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlQ,0.0,0.0,0,0,,,4.0,0.0,0.0,,92,2
001i000000NuPlR,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlS,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlT,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPlV,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPlY,0.0,0.0,0,0,,,,,,,77,2
001i000000NuPlc,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPld,0.0,190.0,3,0,,,7.0,4.0,2.0,9.0,94,2
001i000000NuPlg,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPlh,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPln,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlp,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlr,0.0,250.0,1,0,,,,,,5.0,94,2
001i000000NuPls,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPlt,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPm1,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPm6,0.0,127.0,4,0,,,,,,8.0,94,2
001i000000NuPmD,0.0,0.0,0,0,,,1.0,3.0,2.0,,94,2
001i000000NuPmH,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmI,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmK,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmL,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmO,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmS,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmc,0.0,0.0,0,0,,,,,,,30,2
001i000000NuPmi,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmj,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuPmk,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmp,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmq,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPms,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmt,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPmu,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPn1,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPn2,0.0,600.0,5,0,,,74.0,5.0,0.0,10.0,94,2
001i000000NuPnE,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPnI,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPnL,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPnN,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPnQ,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPnS,0.0,0.0,0,0,,,,,,,48,2
001i000000NuPnT,0.0,764.0,8,0,,,39.0,2.0,0.0,10.0,94,2
001i000000NuPnY,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPne,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPng,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPnh,0.0,25.0,1,0,,,2.0,1.0,0.0,8.0,94,2
001i000000NuPnj,0.0,280.0,3,0,,,1.0,4.0,2.0,10.0,94,2
001i000000NuPnn,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPno,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPnq,100.0,1400.0,8,0,,,,,,10.0,94,2
001i000000NuPnt,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPo0,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPo3,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPo6,0.0,0.0,0,0,,,,,,,50,2
001i000000NuPo8,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPoC,0.0,534.0,5,0,,,,,,7.0,94,2
001i000000NuPoD,0.0,0.0,0,0,,,7.0,0.0,0.0,,94,2
001i000000NuPoF,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPoH,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPoS,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPoU,0.0,34.0,1,0,,,1.0,4.0,2.0,10.0,94,2
001i000000NuPoV,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPoX,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPoY,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPof,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPoh,0.0,925.0,5,0,,,1.0,4.0,2.0,10.0,94,2
001i000000NuPoj,0.0,0.0,0,0,,,2.0,4.0,2.0,,94,2
001i000000NuPoo,0.0,40.0,1,0,,,2.0,4.0,2.0,9.0,94,2
001i000000NuPos,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPox,0.0,0.0,0,0,,,7.0,3.0,0.0,,94,2
001i000000NuPoy,0.0,145.0,1,0,,,2.0,4.0,0.0,9.0,96,2
001i000000NuPp0,0.0,20.0,1,0,,,1.0,4.0,2.0,10.0,94,2
001i000000NuPp2,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPp4,0.0,10.0,1,0,,,,,,10.0,94,2
001i000000NuPpC,0.0,650.0,2,0,,,4.0,0.0,1.0,8.0,94,2
001i000000NuPpD,0.0,450.0,5,0,,,11.0,0.0,0.0,8.0,94,2
001i000000NuPpF,0.0,0.0,0,0,,,1.0,4.0,2.0,,60,2
001i000000NuPpI,0.0,20.0,1,0,,,1.0,4.0,2.0,10.0,95,2
001i000000NuPpJ,0.0,0.0,0,0,,,1.0,4.0,0.0,,94,2
001i000000NuPpL,0.0,13108.0,10,0,,,76.0,5.0,1.0,10.0,94,2
001i000000NuPpO,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPpW,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPpc,0.0,0.0,0,0,,,1.0,4.0,2.0,,95,2
001i000000NuPpd,0.0,0.0,0,0,,,2.0,3.0,2.0,,95,2
001i000000NuPph,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPpj,0.0,0.0,0,0,,,12.0,1.0,0.0,,94,2
001i000000NuPpn,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPpp,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPpr,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPpw,0.0,500.0,5,0,,,68.0,5.0,0.0,7.0,94,2
001i000000NuPq1,0.0,50.0,2,0,,,,,,8.0,94,2
001i000000NuPq6,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPq9,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqA,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPqC,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPqD,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqG,0.0,0.0,0,0,,,,,,,80,2
001i000000NuPqH,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqI,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqK,0.0,0.0,0,0,,,,,,,22,2
001i000000NuPqN,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqP,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqS,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqV,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqW,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqX,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqZ,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqb,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqe,0.0,0.0,0,0,84.0,2.0,,,,,94,2
001i000000NuPqg,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPqm,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPqx,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPr1,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPr2,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPr6,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPrE,0.0,0.0,0,0,,,1.0,4.0,2.0,,94,2
001i000000NuPrM,0.0,500.0,1,0,,,,,,10.0,94,2
001i000000NuPrV,0.0,0.0,0,0,,,,,,,nan,2
001i000000NuPra,0.0,0.0,0,0,,,,,,,95,2
001i000000NuPrb,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPrh,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPri,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPrm,0.0,450.0,3,0,,,,,,7.0,94,2
001i000000NuPrq,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPrr,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPru,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPry,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPrz,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPs2,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPs7,0.0,0.0,0,0,,,,,,,62,2
001i000000NuPs8,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsD,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsG,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsI,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsN,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsS,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsW,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsZ,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsc,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsg,0.0,1175.0,8,0,,,,,,7.0,95,2
001i000000NuPsl,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPsm,0.0,25.0,1,0,,,,,,-1.0,94,2
001i000000NuPt1,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPt2,0.0,0.0,0,0,,,,,,,87,2
001i000000NuPt9,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtF,0.0,0.0,0,0,28.0,2.0,166.0,0.0,0.0,,94,2
001i000000NuPtG,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtH,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtI,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtK,0.0,50.0,1,0,,,,,,5.0,94,2
001i000000NuPtM,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtN,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtP,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtS,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtV,0.0,0.0,0,0,23.0,0.0,,,,,95,2
001i000000NuPtX,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtZ,0.0,50.0,1,1,28.0,1.0,46.0,1.0,0.0,-1.0,94,2
001i000000NuPtd,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtg,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtk,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPto,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtp,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtr,0.0,0.0,0,0,,,,,,,94,2
001i000000NuPtu,0.0,250.0,2,0,,,1.0,4.0,2.0,8.0,nan,2
